"geo","date","value","inflation","interest_rate","market","job","trade"
"south africa",2008-01-01,7.54474428086396,21,38,60,65,48
"south africa",2008-02-01,8.29232442978753,31,41,74,65,61
"south africa",2008-03-01,8.83432805556223,50,52,73,55,60
"south africa",2008-04-01,9.59087254055624,50,54,68,54,63
"south africa",2008-05-01,9.37343033313447,56,45,65,54,56
"south africa",2008-06-01,9.69991818487523,43,80,61,56,46
"south africa",2008-07-01,10.4624796816916,58,80,61,49,59
"south africa",2008-08-01,11.2288199768075,64,42,67,54,53
"south africa",2008-09-01,11.2288199768074,64,35,71,56,53
"south africa",2008-10-01,11.2288199768074,41,31,80,53,53
"south africa",2008-11-01,10.6776365279631,29,30,66,47,46
"south africa",2008-12-01,10.3465967377498,18,50,62,42,45
"south africa",2009-01-01,9.36038087812736,22,42,59,71,47
"south africa",2009-02-01,8.49757708421712,22,42,66,58,47
"south africa",2009-03-01,9.03790366332178,55,74,66,55,64
"south africa",2009-04-01,9.14543611269389,45,70,72,55,53
"south africa",2009-05-01,8.92844717410004,52,68,75,54,55
"south africa",2009-06-01,8.49619143134568,31,60,62,50,49
"south africa",2009-07-01,7.42620926732849,31,30,62,51,51
"south africa",2009-08-01,6.68606806174643,50,53,72,50,56
"south africa",2009-09-01,6.47396852285631,26,53,73,47,58
"south africa",2009-10-01,6.0506127832028,34,49,65,47,49
"south africa",2009-11-01,5.62810038167609,25,29,65,47,47
"south africa",2009-12-01,5.62810038167609,25,41,61,39,44
"south africa",2010-01-01,6.26313906132547,24,39,57,60,42
"south africa",2010-02-01,6.05188033555744,31,37,75,57,55
"south africa",2010-03-01,5.63145662758693,40,49,74,57,50
"south africa",2010-04-01,5.00703422387707,34,49,75,54,55
"south africa",2010-05-01,4.58867950585367,34,32,70,56,55
"south africa",2010-06-01,4.38033552277426,24,35,60,53,48
"south africa",2010-07-01,3.96447761232497,37,46,60,56,48
"south africa",2010-08-01,3.75840332568012,57,43,74,60,50
"south africa",2010-09-01,3.34502323274912,49,62,67,55,50
"south africa",2010-10-01,3.3450232327491,49,46,70,52,50
"south africa",2010-11-01,3.5517132792146,25,46,68,50,36
"south africa",2010-12-01,3.758816705773,15,35,63,42,35
"south africa",2011-01-01,3.55212583584121,25,40,59,58,37
"south africa",2011-02-01,3.65526540340682,29,44,69,58,45
"south africa",2011-03-01,3.65526540340677,29,35,69,58,43
"south africa",2011-04-01,3.96345747100861,26,36,76,46,40
"south africa",2011-05-01,4.27534784342161,29,34,77,53,43
"south africa",2011-06-01,4.58754948367137,16,34,70,54,39
"south africa",2011-07-01,5.11048723108971,28,36,69,52,38
"south africa",2011-08-01,5.21486705952181,28,36,78,52,38
"south africa",2011-09-01,5.21486705952181,30,34,78,51,45
"south africa",2011-10-01,5.73989134624595,27,32,77,52,38
"south africa",2011-11-01,6.26753551464032,18,28,77,51,32
"south africa",2011-12-01,6.0554246653097,11,19,75,44,30
"south africa",2012-01-01,6.16126840250066,11,19,73,44,32
"south africa",2012-02-01,6.16126840250069,29,32,85,71,42
"south africa",2012-03-01,6.16126840250066,30,31,86,68,42
"south africa",2012-04-01,6.05636596336776,28,31,85,64,42
"south africa",2012-05-01,6.26784426040337,32,31,81,61,42
"south africa",2012-06-01,5.7391485178143,32,28,71,61,35
"south africa",2012-07-01,5.73914851781432,26,37,71,64,37
"south africa",2012-08-01,4.89994892640309,48,37,75,60,39
"south africa",2012-09-01,5.42444867103506,29,32,75,62,39
"south africa",2012-10-01,5.52914027845421,27,34,69,59,36
"south africa",2012-11-01,5.42434470717474,27,29,65,57,36
"south africa",2012-12-01,5.74061774129628,11,20,68,57,25
"south africa",2013-01-01,5.74061774129622,18,29,61,64,31
"south africa",2013-02-01,5.5301886512638,26,36,72,67,38
"south africa",2013-03-01,5.95020930261212,26,36,72,60,37
"south africa",2013-04-01,6.05500674010235,26,37,75,58,36
"south africa",2013-05-01,5.73842463043039,28,33,73,56,41
"south africa",2013-06-01,5.52694778116953,20,29,66,53,37
"south africa",2013-07-01,5.31694390498811,25,33,66,53,38
"south africa",2013-08-01,6.475430287943,38,36,77,53,43
"south africa",2013-09-01,6.26353888438491,38,37,76,47,37
"south africa",2013-10-01,5.8418581745262,20,37,66,66,37
"south africa",2013-11-01,5.52622639070552,15,23,66,66,33
"south africa",2013-12-01,5.31580520149175,9,12,50,51,21
"south africa",2014-01-01,5.10580359590558,14,28,50,84,28
"south africa",2014-02-01,5.52496931313748,14,31,55,78,28
"south africa",2014-03-01,5.6295530290078,20,28,56,76,34
"south africa",2014-04-01,5.73393005769256,20,26,62,73,35
"south africa",2014-05-01,6.15602159484907,21,26,58,76,35
"south africa",2014-06-01,6.68786539041442,13,23,59,74,33
"south africa",2014-07-01,6.68786539041439,13,29,59,74,32
"south africa",2014-08-01,6.3712841874755,29,33,56,74,46
"south africa",2014-09-01,6.37128418747548,25,33,61,77,45
"south africa",2014-10-01,5.94749421063294,18,31,56,77,31
"south africa",2014-11-01,5.73623300582611,15,23,53,64,30
"south africa",2014-12-01,5.6306024034227,15,23,60,51,22
"south africa",2015-01-01,5.41955224877049,17,26,54,85,30
"south africa",2015-02-01,4.58205828850224,19,30,59,77,34
"south africa",2015-03-01,4.27141851140767,24,31,59,75,37
"south africa",2015-04-01,4.16848522561164,23,29,65,67,35
"south africa",2015-05-01,4.58267403366572,23,32,70,68,35
"south africa",2015-06-01,4.37413430478504,19,26,61,68,35
"south africa",2015-07-01,4.58225820170388,19,26,57,73,36
"south africa",2015-08-01,4.58225820170384,31,37,64,73,52
"south africa",2015-09-01,4.37371930199959,25,32,61,73,42
"south africa",2015-10-01,4.37371930199959,25,26,58,66,33
"south africa",2015-11-01,4.58225820170388,16,30,58,62,32
"south africa",2015-12-01,4.68684045990553,10,24,65,55,22
"south africa",2016-01-01,5.1060069882735,15,33,50,100,29
"south africa",2016-02-01,6.05290795213185,22,33,61,92,41
"south africa",2016-03-01,6.79011783859154,22,33,62,79,38
"south africa",2016-04-01,6.36802251116628,21,33,58,78,38
"south africa",2016-05-01,6.36802251116633,22,30,69,78,41
"south africa",2016-06-01,6.3680225111663,12,27,56,76,35
"south africa",2016-07-01,6.36802251116637,15,27,56,72,35
"south africa",2016-08-01,6.47354634302262,15,30,57,72,35
"south africa",2016-09-01,6.26081198469493,22,30,62,76,47
"south africa",2016-10-01,6.36707279667961,19,22,55,69,36
"south africa",2016-11-01,6.57917064871683,16,25,70,66,32
"south africa",2016-12-01,6.89858874256915,8,18,63,52,25
"south africa",2017-01-01,7.00516759475516,8,23,53,91,34
"south africa",2017-02-01,6.79285575428941,19,29,63,83,38
"south africa",2017-03-01,6.47690055975008,22,30,63,73,40
"south africa",2017-04-01,6.16000502236986,16,30,67,60,35
"south africa",2017-05-01,5.21402477959627,22,27,68,67,38
"south africa",2017-06-01,5.31913369546002,22,24,60,59,35
"south africa",2017-07-01,5.00474822174219,17,32,58,59,31
"south africa",2017-08-01,4.17220314168878,25,33,66,60,48
"south africa",2017-09-01,4.38075610093138,19,31,66,59,37
"south africa",2017-10-01,4.79786201941657,16,27,61,55,32
"south africa",2017-11-01,4.69358553979529,16,27,61,51,32
"south africa",2017-12-01,4.27647962131004,7,19,70,38,27
"south africa",2018-01-01,4.38034065678943,13,28,60,67,31
"south africa",2018-02-01,4.27658286289601,18,29,67,62,34
"south africa",2018-03-01,3.7608727597165,17,36,75,56,43
"south africa",2018-04-01,3.7608727597165,17,37,70,52,33
"south africa",2018-05-01,4.27915883743735,21,33,78,52,35
"south africa",2018-06-01,4.3832298542412,16,33,57,52,31
"south africa",2018-07-01,4.3832298542412,17,29,57,46,35
"south africa",2018-08-01,5.11318251056458,24,30,72,49,42
"south africa",2018-09-01,4.90316616189215,24,32,66,47,39
"south africa",2018-10-01,5.00754742175473,16,28,66,46,31
"south africa",2018-11-01,5.11213661241385,14,33,67,42,29
"south africa",2018-12-01,5.21724874902627,7,20,75,31,22
"south africa",2019-01-01,4.58908606992758,15,20,60,56,31
"south africa",2019-02-01,3.96467361577881,15,31,75,50,31
"south africa",2019-03-01,4.17136282773858,19,32,75,46,31
"south africa",2019-04-01,4.48232211976167,19,29,75,40,33
"south africa",2019-05-01,4.4823221197617,17,31,77,40,34
"south africa",2019-06-01,4.48232211976167,15,26,66,42,34
"south africa",2019-07-01,4.58659589433228,15,38,67,43,39
"south africa",2019-08-01,4.06781317660243,22,38,82,43,45
"south africa",2019-09-01,4.38032913208775,18,31,78,43,38
"south africa",2019-10-01,4.06905578477532,16,30,76,39,32
"south africa",2019-11-01,3.55129928833366,17,30,76,33,29
"south africa",2019-12-01,3.55129928833369,17,18,78,24,24
"south africa",2020-01-01,3.86226415106141,14,34,67,48,29
"south africa",2020-02-01,4.17416284220573,15,32,80,46,32
"south africa",2020-03-01,4.3808576097498,17,32,83,35,34
"south africa",2020-04-01,3.96664785733019,14,52,76,35,33
"south africa",2020-05-01,2.72648903597037,14,55,67,29,33
"south africa",2020-06-01,1.9071351852348,15,46,62,33,31
"south africa",2020-07-01,2.00873751343544,14,47,62,33,34
"south africa",2020-08-01,3.12747740640433,19,37,67,34,31
"south africa",2020-09-01,3.02455577226619,18,40,74,33,30
"south africa",2020-10-01,2.819122959161,18,40,74,39,32
"south africa",2020-11-01,3.23039945099766,16,30,73,36,31
"south africa",2020-12-01,3.12727217881885,9,22,70,24,24
"south africa",2021-01-01,3.02435074949861,10,25,61,36,27
"south africa",2021-02-01,3.22998817614433,12,27,62,40,31
"south africa",2021-03-01,2.82115653980319,12,28,62,40,34
"south africa",2021-04-01,3.0259795607988,15,29,81,36,31
"south africa",2021-05-01,4.37340182869659,19,29,73,35,31
"south africa",2021-06-01,5.00278917640731,18,30,73,36,37
"south africa",2021-07-01,4.89820472503635,14,25,60,32,28
"south africa",2021-08-01,4.48440510087444,14,27,69,35,28
"south africa",2021-09-01,4.79754517610189,20,28,75,39,35
"south africa",2021-10-01,4.90223802842569,18,24,76,36,31
"south africa",2021-11-01,4.79775372760052,20,33,76,34,32
"south africa",2021-12-01,5.21694474251091,9,33,71,23,21
"south africa",2022-01-01,5.74250390705897,9,34,73,46,28
"south africa",2022-02-01,5.53186146899707,22,30,83,46,32
"south africa",2022-03-01,5.53186146899709,27,41,94,51,34
"south africa",2022-04-01,6.05637370293841,22,32,82,37,31
"south africa",2022-05-01,5.95105456321356,29,46,97,40,34
"south africa",2022-06-01,6.58612581933671,29,39,83,39,29
"south africa",2022-07-01,7.43626441011909,30,39,83,39,28
"south africa",2022-08-01,8.07449964423861,33,40,83,45,35
"south africa",2022-09-01,7.96685572029014,31,52,80,44,36
